,title,population,visiting_status,datetime_of_data,full_address,bop_region,county,judicial_district,gender,zip_code
8228,FCI SHERIDAN,1656,Not Suspended,2023-12-05 07:52:04 PST,"27072 BALLSTON ROAD, SHERIDAN, OR 97378",Western Region,YAMHILL,Oregon,Male,97378
8229,MCFP SPRINGFIELD,934,Not Suspended,2023-12-05 07:52:21 PST,"1900 W. SUNSHINE ST, SPRINGFIELD, MO 65807",North Central Region,GREENE,Western Missouri,Male,65807
8230,FCI TALLADEGA,1119,Not Suspended,2023-12-05 07:52:36 PST,"565 EAST RENFROE ROAD, TALLADEGA, AL 35160",Southeast Region,Talladega,Northern Alabama,Male,35160
8231,FCI TALLAHASSEE,954,Not Suspended,2023-12-05 07:52:52 PST,"501 CAPITAL CIRCLE, NE, TALLAHASSEE, FL 32301",Southeast Region,Leon,Northern Florida,Male and Female,32301
8232,FCI TERMINAL ISLAND,943,Not Suspended,2023-12-05 07:53:07 PST,"1299 SEASIDE AVENUE, SAN PEDRO, CA 90731",Western Region,LOS ANGELES,Central California,Male,90731
8233,FCI TERRE HAUTE,1493,Not Suspended,2023-12-05 07:53:23 PST,"4200 BUREAU ROAD NORTH, TERRE HAUTE, IN 47808",North Central Region,VIGO,Southern Indiana,Male,47808
8234,USP TERRE HAUTE,1098,Not Suspended,2023-12-05 07:53:39 PST,"4700 BUREAU ROAD SOUTH, TERRE HAUTE, IN 47802",North Central Region,VIGO,Southern Indiana,Male,47802
8235,FCI TEXARKANA,1211,Not Suspended,2023-12-05 07:53:54 PST,"4001 LEOPARD DRIVE, TEXARKANA, TX 75501",South Central Region,Bowie,Eastern Texas,Male,75501
8236,FCI THOMSON,1555,Not Suspended,2023-12-05 07:54:11 PST,"1100 ONE MILE ROAD, THOMSON, IL 61285",North Central Region,CARROLL,Northern District of Illinois,Male,61285
8237,FCI THREE RIVERS,1302,Suspended,2023-12-05 07:54:26 PST,"US HIGHWAY 72 WEST, THREE RIVERS, TX 78071",South Central Region,Live Oak,Southern Texas,Male,78071
8238,FCI TUCSON,403,Suspended,2023-12-05 07:54:42 PST,"8901 S. WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male and Female,85756
8239,USP TUCSON,1392,Not Suspended,2023-12-05 07:54:58 PST,"9300 SOUTH WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male,85756
8240,FCI VICTORVILLE MEDIUM I,1660,Not Suspended,2023-12-05 07:55:14 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male and Female,92394
8241,FCI VICTORVILLE MEDIUM II,1328,Not Suspended,2023-12-05 07:55:30 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male,92394
8242,USP VICTORVILLE,1270,Not Suspended,2023-12-05 07:55:46 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,San Bernardino,Central California,Male,92394
8243,FCI WASECA,714,Not Suspended,2023-12-05 07:56:02 PST,"1000 UNIVERSITY DR, SW, WASECA, MN 56093",North Central Region,Waseca,Minnesota,Female,56093
8244,FCI WILLIAMSBURG,1357,Not Suspended,2023-12-05 07:56:18 PST,"8301 HIGHWAY 521, SALTERS, SC 29590",Southeast Region,Williamsburg,South Carolina,Male,29590
8245,FPC YANKTON,432,Not Suspended,2023-12-05 07:56:33 PST,"1016 DOUGLAS AVENUE, YANKTON, SD 57078",North Central Region,Yankton,South Dakota,Male,57078
8246,FCI YAZOO CITY MEDIUM,1411,Not Suspended,2023-12-05 07:56:49 PST,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
8247,FCI YAZOO CITY LOW,1474,Not Suspended,2023-12-05 07:57:05 PST,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
8248,USP YAZOO CITY,1522,Not Suspended,2023-12-05 07:57:21 PST,"2225 HALEY BARBOUR PKWY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
8249,FPC ALDERSON,694,Not Suspended,2023-12-12 16:24:35 PST,"GLEN RAY RD. BOX A, ALDERSON, WV 24910",Mid-Atlantic Region,GREENBRIER,Southern West Virginia,Female,24910
8250,FCI ALICEVILLE,1621,Not Suspended,2023-12-12 16:24:51 PST,"11070 HIGHWAY 14, ALICEVILLE, AL 35442",Southeast Region,PICKENS,Northern District of Alabama,Female,35442
8251,FCI ALLENWOOD LOW,1027,Not Suspended,2023-12-12 16:25:07 PST,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,UNION,Middle Pennsylvania,Male,17810
8252,FCI ALLENWOOD MEDIUM,1292,Not Suspended,2023-12-12 16:25:22 PST,"RT 15, 2 MI N OF ALLENWOOD, WHITE DEER, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male,17810
8253,USP ALLENWOOD,291,Not Suspended,2023-12-12 16:25:37 PST,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male,17810
8254,FCI ASHLAND,1293,Not Suspended,2023-12-12 16:25:53 PST,"ST. ROUTE 716, ASHLAND, KY 41105",Mid-Atlantic Region,BOYD,Eastern Kentucky,Male,41105
8255,USP ATLANTA,1859,Not Suspended,2023-12-12 16:26:08 PST,"601 MCDONOUGH BLVD SE, ATLANTA, GA 30315",Southeast Region,FULTON,Northern Georgia,Male,30315
8256,USP ATWATER,1163,Not Suspended,2023-12-12 16:26:24 PST,"1 FEDERAL WAY, ATWATER, CA 95301",Western Region,MERCED,Eastern California,Male,95301
8257,FCI BASTROP,1112,Not Suspended,2023-12-12 16:26:39 PST,"1341 HIGHWAY 95 NORTH, BASTROP, TX 78602",South Central Region,Bastrop,Western Texas,Male,78602
8258,FCI BEAUMONT LOW,2020,Suspended,2023-12-12 16:26:55 PST,"5560 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
8259,FCI BEAUMONT MEDIUM,1677,Suspended,2023-12-12 16:27:10 PST,"5830 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
8260,USP BEAUMONT,1045,Suspended,2023-12-12 16:27:25 PST,"6200 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
8261,FCI BECKLEY,1689,Not Suspended,2023-12-12 16:27:41 PST,"1600 INDUSTRIAL ROAD, BEAVER, WV 25813",Mid-Atlantic Region,Raleigh,Southern West Virginia,Male,25813
8262,FCI BENNETTSVILLE,1574,Not Suspended,2023-12-12 16:27:56 PST,"696 MUCKERMAN ROAD, BENNETTSVILLE, SC 29512",Southeast Region,Marlboro,South Carolina,Male,29512
8263,FCI BERLIN,781,Not Suspended,2023-12-12 16:28:11 PST,"1 SUCCESS LOOP ROAD, BERLIN, NH 03570",Northeast Region,COOS COUNTY,District of New Hampshire,Male,03570
8264,USP BIG SANDY,1410,Not Suspended,2023-12-12 16:28:27 PST,"1197 AIRPORT ROAD, INEZ, KY 41224",Mid-Atlantic Region,Martin,Eastern Kentucky,Male,41224
8265,FCI BIG SPRING,1077,Not Suspended,2023-12-12 16:28:43 PST,"1900 SIMLER AVE, BIG SPRING, TX 79720",South Central Region,HOWARD,Northern Texas,Male,79720
8266,MDC BROOKLYN,1584,Not Suspended,2023-12-12 16:28:58 PST,"80 29TH STREET, BROOKLYN, NY 11232",Northeast Region,KINGS,Eastern New York,Male and Female,11232
8267,FPC BRYAN,684,Not Suspended,2023-12-12 16:29:13 PST,"1100 URSULINE AVENUE, BRYAN, TX 77803",South Central Region,BRAZOS,Southern Texas,Female,77803
8268,FCI BUTNER MEDIUM II,1453,Not Suspended,2023-12-12 16:29:29 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
8269,FCI BUTNER LOW,952,Not Suspended,2023-12-12 16:29:44 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
8270,FCI BUTNER MEDIUM I,875,Not Suspended,2023-12-12 16:30:00 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
8271,FMC BUTNER,843,Not Suspended,2023-12-12 16:30:16 PST,"OLD N. CAROLINA HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,Granville,Eastern North Carolina,Male,27509
8272,USP CANAAN,1282,Suspended,2023-12-12 16:30:31 PST,"3057 ERIC J. WILLIAMS, WAYMART, PA 18472",Northeast Region,WAYNE,Middle Pennsylvania,Male,18472
8273,FMC CARSWELL,984,Not Suspended,2023-12-12 16:30:47 PST,"NAVAL AIR STATION, FORT WORTH, TX 76127",South Central Region,TARRANT,Northern Texas,Female,76127
8274,MCC CHICAGO,494,Not Suspended,2023-12-12 16:31:02 PST,"71 WEST VAN BUREN STREET, CHICAGO, IL 60605",North Central Region,COOK,Northern Illinois,Male and Female,60605
8275,FCI COLEMAN LOW,2020,Suspended,2023-12-12 16:31:17 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
8276,FCI COLEMAN MEDIUM,1558,Not Suspended,2023-12-12 16:31:33 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
8277,USP COLEMAN II,1200,Not Suspended,2023-12-12 16:31:48 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
8278,USP COLEMAN I,1399,Not Suspended,2023-12-12 16:32:04 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
8279,FCI CUMBERLAND,1049,Not Suspended,2023-12-12 16:32:19 PST,"14601 BURBRIDGE RD SE, CUMBERLAND, MD 21502",Mid-Atlantic Region,Allegany,Maryland,Male,21502
8280,FCI DANBURY,951,Suspended,2023-12-12 16:32:35 PST,"33 1/2 PEMBROKE STATION, DANBURY, CT 06811",Northeast Region,FAIRFIELD,Connecticut,Male and Female,06811
8281,FMC DEVENS,892,Not Suspended,2023-12-12 16:32:50 PST,"42 PATTON ROAD, AYER, MA 01432",Northeast Region,MIDDLESEX,Massachusetts,Male,01432
8282,FCI DUBLIN,719,Not Suspended,2023-12-12 16:33:05 PST,"5701 8TH ST - CAMP PARKS, DUBLIN, CA 94568",Western Region,Alameda,Northern California,Female,94568
8283,FPC DULUTH,433,Not Suspended,2023-12-12 16:33:21 PST,"4464 RALSTON DRIVE, DULUTH, MN 55811",North Central Region,SAINT LOUIS,Minnesota,Male,55811
8284,FCI EDGEFIELD,1978,Not Suspended,2023-12-12 16:33:36 PST,"501 GARY HILL ROAD, EDGEFIELD, SC 29824",Southeast Region,Edgefield,South Carolina,Male,29824
8285,FCI EL RENO,1233,Not Suspended,2023-12-12 16:33:52 PST,"4205 HIGHWAY 66 WEST, EL RENO, OK 73036",South Central Region,CANADIAN,Western Oklahoma,Male,73036
8286,FCI ELKTON,1947,Not Suspended,2023-12-12 16:34:07 PST,"8730 SCROGGS ROAD, LISBON, OH 44432",Northeast Region,COLUMBIANA,Northern Ohio,Male,44432
8287,FCI ENGLEWOOD,905,Not Suspended,2023-12-12 16:34:23 PST,"9595 WEST QUINCY AVENUE, LITTLETON, CO 80123",North Central Region,JEFFERSON,Colorado,Male,80123
8288,FCI ESTILL,58,Not Suspended,2023-12-12 16:34:38 PST,"100 PRISON ROAD, ESTILL, SC 29918",Southeast Region,HAMPTON,South Carolina,Male,29918
8289,FCI FAIRTON,820,Not Suspended,2023-12-12 16:34:54 PST,"655 FAIRTON-MILLVILLE ROAD, FAIRTON, NJ 08320",Northeast Region,Cumberland,New Jersey,Male,08320
8290,FCI FLORENCE,1263,Not Suspended,2023-12-12 16:35:09 PST,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
8291,USP FLORENCE ADMAX,333,Not Suspended,2023-12-12 16:35:25 PST,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
8292,USP FLORENCE - HIGH,970,Not Suspended,2023-12-12 16:35:40 PST,"5880 HWY 67 S, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
8293,FCI FORREST CITY MEDIUM,1689,Not Suspended,2023-12-12 16:35:56 PST,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male,72335
8294,FCI FORREST CITY LOW,1773,Not Suspended,2023-12-12 16:36:11 PST,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male,72335
8295,FCI FORT DIX,3815,Not Suspended,2023-12-12 16:36:27 PST,"5756 HARTFORD &, JOINT BASE MDL, NJ 08640",Northeast Region,BURLINGTON,New Jersey,Male,08640
8296,FMC FORT WORTH,1484,Not Suspended,2023-12-12 16:36:43 PST,"3150 HORTON ROAD, FORT WORTH, TX 76119",South Central Region,Tarrant,Northern Texas,Male,76119
8297,FCI GILMER,1685,Not Suspended,2023-12-12 16:36:58 PST,"201 FCI LANE, GLENVILLE, WV 26351",Mid-Atlantic Region,GILMER,Northern West Virginia,Male,26351
8298,FCI GREENVILLE,1250,Not Suspended,2023-12-12 16:37:14 PST,"100 U.S. HWY 40, GREENVILLE, IL 62246",North Central Region,Bond,Southern Illinois,Male and Female,62246
8299,MDC GUAYNABO,1174,Suspended,2023-12-12 16:37:29 PST,"652 CARRETERA 28, GUAYNABO, PR 00965",Southeast Region,GUAYNABO,"Puerto Rico, U.S. Virgin Islands",Male and Female,00965
8300,FCI HAZELTON,2058,Not Suspended,2023-12-12 16:37:45 PST,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male and Female,26525
8301,USP HAZELTON,1513,Not Suspended,2023-12-12 16:38:00 PST,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male,26525
8302,FCI HERLONG,1514,Not Suspended,2023-12-12 16:38:15 PST,"741-925 ACCESS ROAD A-25, HERLONG, CA 96113",Western Region,Lassen,Eastern California,Male,96113
8303,FDC HONOLULU,290,Not Suspended,2023-12-12 16:38:31 PST,"351 ELLIOTT ST, HONOLULU, HI 96819",Western Region,Honolulu,Hawaii,Male and Female,96819
8304,FDC HOUSTON,725,Not Suspended,2023-12-12 16:38:46 PST,"1200 TEXAS AVENUE, HOUSTON, TX 77002",South Central Region,Harris,Southern Texas,Male and Female,77002
8305,FCI JESUP,1648,Not Suspended,2023-12-12 16:39:02 PST,"2600 HIGHWAY 301 SOUTH, JESUP, GA 31599",Southeast Region,,Southern Georgia,Male,31599
8306,FCI LA TUNA,780,Not Suspended,2023-12-12 16:39:18 PST,"8500 DONIPHAN ROAD, ANTHONY, TX 79821",South Central Region,EL PASO,Western Texas,Male,79821
8307,USP LEAVENWORTH,1992,Not Suspended,2023-12-12 16:39:34 PST,"1300 METROPOLITAN, LEAVENWORTH, KS 66048",North Central Region,Leavenworth,Kansas,Male,66048
8308,USP LEE,1506,Not Suspended,2023-12-12 16:39:50 PST,"LEE COUNTY INDUSTRIAL PARK, PENNINGTON GAP, VA 24277",Mid-Atlantic Region,Lee,Western Virginia,Male,24277
8309,USP LEWISBURG,980,Not Suspended,2023-12-12 16:40:05 PST,"2400 ROBERT F. MILLER DRIVE, LEWISBURG, PA 17837",Northeast Region,UNION,Middle Pennsylvania,Male,17837
8310,FMC LEXINGTON,1299,Not Suspended,2023-12-12 16:40:21 PST,"3301 LEESTOWN ROAD, LEXINGTON, KY 40511",Mid-Atlantic Region,Fayette,Eastern Kentucky,Male and Female,40511
8311,FCI LOMPOC,909,Not Suspended,2023-12-12 16:40:36 PST,"3600 GUARD ROAD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
8312,USP LOMPOC,2149,Not Suspended,2023-12-12 16:40:51 PST,"3901 KLEIN BLVD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
8313,FCI LORETTO,820,Not Suspended,2023-12-12 16:41:07 PST,"772 SAINT JOSEPH ST., LORETTO, PA 15940",Northeast Region,CAMBRIA,Western Pennsylvania,Male,15940
8314,MDC LOS ANGELES,633,Not Suspended,2023-12-12 16:41:22 PST,"535 N ALAMEDA STREET, LOS ANGELES, CA 90012",Western Region,Los Angeles,Central California,Male and Female,90012
8315,FCI MANCHESTER,1085,Not Suspended,2023-12-12 16:41:37 PST,"805 FOX HOLLOW ROAD, MANCHESTER, KY 40962",Mid-Atlantic Region,Clay,Eastern Kentucky,Male,40962
8316,FCI MARIANNA,1208,Not Suspended,2023-12-12 16:41:53 PST,"3625 FCI ROAD, MARIANNA, FL 32446",Southeast Region,Jackson,Northern Florida,Male and Female,32446
8317,USP MARION,1313,Not Suspended,2023-12-12 16:42:08 PST,"4500 PRISON ROAD, MARION, IL 62959",North Central Region,Williamson,Southern Illinois,Male,62959
8318,USP MCCREARY,1636,Suspended,2023-12-12 16:42:24 PST,"330 FEDERAL WAY, PINE KNOT, KY 42635",Mid-Atlantic Region,McCreary,Eastern Kentucky,Male,42635
8319,FCI MCDOWELL,1544,Not Suspended,2023-12-12 16:42:40 PST,"101 FEDERAL DRIVE, WELCH, WV 24801",Mid-Atlantic Region,MCDOWELL,Southern West Virginia,Male,24801
8320,FCI MCKEAN,1138,Not Suspended,2023-12-12 16:42:55 PST,"6975 ROUTE 59, LEWIS RUN, PA 16738",Northeast Region,MCKEAN,Western Pennsylvania,Male,16738
8321,FCI MEMPHIS,1090,Not Suspended,2023-12-12 16:43:10 PST,"1101 JOHN A DENIE ROAD, MEMPHIS, TN 38134",Mid-Atlantic Region,SHELBY,Western Tennessee,Male,38134
8322,FCI MENDOTA,1116,Suspended,2023-12-12 16:43:26 PST,"33500 WEST CALIFORNIA AVENUE, MENDOTA, CA 93640",Western Region,FRESNO,Eastern District of California,Male,93640
8323,FCI MIAMI,960,Not Suspended,2023-12-12 16:43:41 PST,"15801 S.W. 137TH AVENUE, MIAMI, FL 33177",Southeast Region,Miami-Dade,Southern Florida,Male,33177
8324,FDC MIAMI,962,Not Suspended,2023-12-12 16:43:56 PST,"33 NE 4TH STREET, MIAMI, FL 33132",Southeast Region,Miami-Dade,Southern Florida,Male and Female,33132
8325,FCI MILAN,1555,Not Suspended,2023-12-12 16:44:11 PST,"4004 EAST ARKONA ROAD, MILAN, MI 48160",North Central Region,WASHTENAW,Eastern Michigan,Male,48160
8326,FPC MONTGOMERY,581,Not Suspended,2023-12-12 16:44:27 PST,"MAXWELL AIR FORCE BASE, MONTGOMERY, AL 36112",Southeast Region,MONTGOMERY,Middle Alabama,Male,36112
8327,FCI MORGANTOWN,444,Not Suspended,2023-12-12 16:44:43 PST,"446 GREENBAG ROAD, ROUTE 857, MORGANTOWN, WV 26501",Mid-Atlantic Region,Monongalia,Northern West Virginia,Male,26501
8328,MCC NEW YORK,0,Suspended,2023-12-12 16:44:58 PST,"150 PARK ROW, NEW YORK, NY 10007",Northeast Region,New York,Southern New York,Male,10007
8329,FCI OAKDALE II,1141,Not Suspended,2023-12-12 16:45:14 PST,"2105 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male,71463
8330,FCI OAKDALE I,801,Not Suspended,2023-12-12 16:45:29 PST,"1507 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male,71463
8331,FTC OKLAHOMA CITY,1373,Not Suspended,2023-12-12 16:45:44 PST,"7410 S. MACARTHUR BLVD, OKLAHOMA CITY, OK 73169",South Central Region,OKLAHOMA,Western Oklahoma,Male and Female,73169
8332,FCI OTISVILLE,1056,Not Suspended,2023-12-12 16:46:00 PST,"TWO MILE DRIVE, OTISVILLE, NY 10963",Northeast Region,ORANGE,Southern New York,Male,10963
8333,FCI OXFORD,993,Not Suspended,2023-12-12 16:46:16 PST,"COUNTY ROAD G & ELK AVENUE, OXFORD, WI 53952",North Central Region,ADAMS,Western Wisconsin,Male,53952
8334,FCI PEKIN,1290,Not Suspended,2023-12-12 16:46:31 PST,"2600 S. SECOND ST., PEKIN, IL 61554",North Central Region,TAZEWELL,Central Illinois,Male and Female,61554
8335,FPC PENSACOLA,492,Not Suspended,2023-12-12 16:46:46 PST,"110 RABY AVE, PENSACOLA, FL 32509",Southeast Region,ESCAMBIA,Northern Florida,Male,32509
8336,FCI PETERSBURG MEDIUM,1659,Not Suspended,2023-12-12 16:47:02 PST,"1060 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male,23860
8337,FCI PETERSBURG LOW,681,Not Suspended,2023-12-12 16:47:17 PST,"1100 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male,23860
8338,FDC PHILADELPHIA,963,Not Suspended,2023-12-12 16:47:33 PST,"700 ARCH STREET, PHILADELPHIA, PA 19106",Northeast Region,Philadelphia,Eastern Pennsylvania,Male and Female,19106
8339,FCI PHOENIX,1193,Not Suspended,2023-12-12 16:47:48 PST,"37900 N 45TH AVE, PHOENIX, AZ 85086",Western Region,Maricopa,Arizona,Male and Female,85086
8340,FCI POLLOCK,1529,Not Suspended,2023-12-12 16:48:04 PST,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,GRANT,Western Louisiana,Male,71467
8341,USP POLLOCK,1043,Not Suspended,2023-12-12 16:48:19 PST,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,Grant,Western Louisiana,Male,71467
8342,FCI RAY BROOK,683,Not Suspended,2023-12-12 16:48:35 PST,"128 RAY BROOK ROAD, RAY BROOK, NY 12977",Northeast Region,Essex,Northern New York,Male,12977
8343,FMC ROCHESTER,585,Not Suspended,2023-12-12 16:48:51 PST,"2110 EAST CENTER STREET, ROCHESTER, MN 55904",North Central Region,OLMSTED,Minnesota,Male,55904
8344,FCI SAFFORD,652,Not Suspended,2023-12-12 16:49:06 PST,"1529 WEST HIGHWAY 366, SAFFORD, AZ 85546",Western Region,Graham,Arizona,Male,85546
8345,MCC SAN DIEGO,724,Not Suspended,2023-12-12 16:49:22 PST,"808 UNION STREET, SAN DIEGO, CA 92101",Western Region,San Diego,Southern California,Male and Female,92101
8346,FCI SANDSTONE,1122,Not Suspended,2023-12-12 16:49:39 PST,"2300 COUNTY RD 29, SANDSTONE, MN 55072",North Central Region,Pine,Minnesota,Male,55072
8347,FCI SCHUYLKILL,1025,Not Suspended,2023-12-12 16:49:55 PST,"INTERSTATE 81 & 901 W, MINERSVILLE, PA 17954",Northeast Region,SCHUYLKILL,Middle Pennsylvania,Male,17954
8348,FCI SEAGOVILLE,1739,Not Suspended,2023-12-12 16:50:10 PST,"2113 NORTH HWY 175, SEAGOVILLE, TX 75159",South Central Region,Dallas,Northern Texas,Male,75159
8349,FDC SEATAC,793,Not Suspended,2023-12-12 16:50:25 PST,"2425 SOUTH 200TH STREET, SEATTLE, WA 98198",Western Region,King,Western Washington,Male and Female,98198
8350,FCI SHERIDAN,1638,Not Suspended,2023-12-12 16:50:41 PST,"27072 BALLSTON ROAD, SHERIDAN, OR 97378",Western Region,YAMHILL,Oregon,Male,97378
8351,MCFP SPRINGFIELD,939,Not Suspended,2023-12-12 16:50:57 PST,"1900 W. SUNSHINE ST, SPRINGFIELD, MO 65807",North Central Region,GREENE,Western Missouri,Male,65807
8352,FCI TALLADEGA,1137,Not Suspended,2023-12-12 16:51:12 PST,"565 EAST RENFROE ROAD, TALLADEGA, AL 35160",Southeast Region,Talladega,Northern Alabama,Male,35160
8353,FCI TALLAHASSEE,979,Not Suspended,2023-12-12 16:51:28 PST,"501 CAPITAL CIRCLE, NE, TALLAHASSEE, FL 32301",Southeast Region,Leon,Northern Florida,Male and Female,32301
8354,FCI TERMINAL ISLAND,934,Not Suspended,2023-12-12 16:51:43 PST,"1299 SEASIDE AVENUE, SAN PEDRO, CA 90731",Western Region,LOS ANGELES,Central California,Male,90731
8355,FCI TERRE HAUTE,1477,Not Suspended,2023-12-12 16:51:59 PST,"4200 BUREAU ROAD NORTH, TERRE HAUTE, IN 47808",North Central Region,VIGO,Southern Indiana,Male,47808
8356,USP TERRE HAUTE,1136,Not Suspended,2023-12-12 16:52:14 PST,"4700 BUREAU ROAD SOUTH, TERRE HAUTE, IN 47802",North Central Region,VIGO,Southern Indiana,Male,47802
8357,FCI TEXARKANA,1219,Not Suspended,2023-12-12 16:52:30 PST,"4001 LEOPARD DRIVE, TEXARKANA, TX 75501",South Central Region,Bowie,Eastern Texas,Male,75501
8358,FCI THOMSON,1607,Not Suspended,2023-12-12 16:52:45 PST,"1100 ONE MILE ROAD, THOMSON, IL 61285",North Central Region,CARROLL,Northern District of Illinois,Male,61285
8359,FCI THREE RIVERS,1307,Not Suspended,2023-12-12 16:53:01 PST,"US HIGHWAY 72 WEST, THREE RIVERS, TX 78071",South Central Region,Live Oak,Southern Texas,Male,78071
8360,FCI TUCSON,362,Suspended,2023-12-12 16:53:16 PST,"8901 S. WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male and Female,85756
8361,USP TUCSON,1367,Not Suspended,2023-12-12 16:53:31 PST,"9300 SOUTH WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male,85756
8362,FCI VICTORVILLE MEDIUM I,1661,Not Suspended,2023-12-12 16:53:47 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male and Female,92394
8363,FCI VICTORVILLE MEDIUM II,1361,Not Suspended,2023-12-12 16:54:02 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male,92394
